"Subject" "Activity" "MeasureType" "Measurement" "Mean"
"22" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.198561219017431
"23" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.222263189399306
"24" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.282419037930909
"25" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.279006893204741
"26" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.19363066668725
"27" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.243652403663352
"28" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.251330425577174
"29" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.19029986
"30" "WALKING_DOWNSTAIRS" "Time" "GravityAcc" -0.243263143405565
"1" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.352587429754717
"2" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.35885808575
"3" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.367901306091102
"4" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.296214924453365
"5" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.27762696512133
"6" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.285678688857574
"7" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.389112044698284
"8" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.307915955676524
"9" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.351484805956633
"10" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.262644295999891
"11" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.313907612986111
"12" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.343218362521635
"13" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.365442256245136
"14" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.340047414838657
"15" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.28182364596849
"16" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.373910500294118
"17" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.330009036478646
"18" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.375253191493534
"19" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.324180406312781
"20" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.347815614556814
"21" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.391942320170479
"22" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.285881623399792
"23" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.344563724819363
"24" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.363169419512712
"25" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.341606878414423
"26" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.303644432329091
"27" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.378410224742647
"28" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.364368211892157
"29" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.252831856409745
"30" "WALKING_UPSTAIRS" "Time" "GravityAcc" -0.314170824606581
